customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,risk_score,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C0109,22,Software Engineer,1,116144,54646,18191,43307,477442,971348,6273279,646208,8368277,3451602,4916675,125288,0,840,Aggressive,Beginner,8.5,Retirement,5264387,657888,4606499,6,Equity MF,37.29,15.66,75.4,82.0,78.37,Moderately Aggressive
C0110,33,Teacher,4,46175,23390,6748,16037,282338,539993,0,191389,1013720,49470,964250,105259,2688978,790,Conservative,Intermediate,2.9,Buy House,9802619,539993,9262626,9,PPF,34.73,14.61,87.0,12.0,53.25,Moderate
C0111,24,Software Engineer,2,120649,55132,7862,57655,786364,2942883,2239248,444329,6412824,455395,5957429,303918,0,720,Aggressive,Intermediate,9.6,Child Education,5054439,1827056,3227383,11,Equity MF,47.79,6.52,97.2,87.0,92.61,Aggressive
C0112,28,Sales Executive,3,65914,38791,14873,12250,451525,527935,5647144,278773,6905377,2322084,4583293,52622,3806479,760,Moderate,Intermediate,6.6,Wealth Creation,4999057,306468,4692589,7,Hybrid MF,18.58,22.56,64.95,60.0,62.72,Moderate
C0113,59,Sales Executive,0,69163,27049,2202,39912,478449,1355325,0,370893,2204667,25522,2179145,140553,2968423,696,Conservative,Beginner,3.3,Retirement,9215441,1355325,7860116,8,Bonds,57.71,3.18,92.1,7.0,53.8,Moderate
C0114,45,Accountant,1,49522,25576,4173,19773,516691,1462736,5101098,252461,7332986,770691,6562295,105226,0,681,Moderate,Intermediate,6.9,Emergency Fund,221849,94097,127752,7,Hybrid MF,39.93,8.43,86.4,43.0,66.87,Moderate
C0115,27,Bank Employee,0,97540,24385,19121,54034,520701,2269379,3962648,618360,7371088,1140169,6230919,152922,3034145,689,Moderate,Intermediate,6.9,Higher Education,2896382,671605,2224777,14,Gold,55.4,19.6,95.7,52.0,76.04,Moderately Aggressive
C0116,34,Teacher,3,50789,22930,5971,21888,143608,804367,3472156,9411,4429542,942472,3487070,35242,0,749,Conservative,Intermediate,3.2,Wealth Creation,2385113,590928,1794185,7,PPF,43.1,11.76,82.05,20.0,54.13,Moderate
C0117,49,Accountant,3,75014,39496,285,35233,196228,1869976,2595473,522650,5184327,488866,4695461,152268,0,723,Aggressive,Intermediate,8.9,Child Education,4286450,1332423,2954027,6,ETF,46.97,0.38,86.8,87.0,86.89,Aggressive
C0118,41,Designer,0,32119,10000,1683,20436,180248,201103,2641216,108711,3131278,560737,2570541,79077,1149368,753,Aggressive,Intermediate,9.7,Emergency Fund,350547,59009,291538,3,Stocks,63.63,5.24,86.2,78.0,82.51,Moderately Aggressive
C0119,57,Sales Executive,2,58934,29964,0,28970,605429,1113860,0,441232,2160521,0,2160521,104558,2692585,698,Moderate,Beginner,5.9,Wealth Creation,4382542,243372,4139170,6,Hybrid MF,49.16,0.0,89.6,52.0,72.68,Moderately Aggressive
C0120,53,Software Engineer,0,126632,69558,26814,30260,1191876,1680140,0,706143,3578159,391939,3186220,330247,0,786,Conservative,Advanced,3.4,Travel,695209,256721,438488,9,FD,23.9,21.17,75.0,23.0,51.6,Moderate
C0121,45,Designer,2,57222,27633,4577,25012,491410,1575091,0,363215,2429716,157597,2272119,181333,2919127,706,Conservative,Beginner,3.3,Wealth Creation,7962334,496360,7465974,8,FD,43.71,8.0,94.2,12.0,57.21,Moderate
C0122,34,Government Employee,3,61356,37877,7815,15664,592244,698559,3250257,484195,5025255,230781,4794474,160358,2509752,742,Moderate,Intermediate,5.9,Retirement,8022949,698559,7324390,10,Equity MF,25.53,12.74,81.85,55.0,69.77,Moderately Aggressive
C0123,29,Teacher,4,57683,34916,10597,12170,216496,1245322,0,75990,1537808,37364,1500444,108796,0,850,Conservative,Advanced,4.2,Retirement,6555435,1245322,5310113,9,PPF,21.1,18.37,78.6,23.0,53.58,Moderate
C0124,35,Government Employee,2,94100,56515,12413,25172,516870,874251,5806423,285094,7482638,1816030,5666608,151182,2754504,732,Moderate,Beginner,5.6,Child Education,5055300,874251,4181049,11,Equity MF,26.75,13.19,74.7,44.0,60.89,Moderate
C0125,27,Doctor,3,153921,79851,0,74070,1274469,3592512,1648477,965734,7481192,696330,6784862,182435,5587977,743,Moderate,Advanced,6.7,Emergency Fund,824180,342636,481544,5,Equity MF,48.12,0.0,94.1,51.0,74.7,Moderately Aggressive
C0126,22,Doctor,3,170718,103691,5991,61036,672835,5024180,7701986,893131,14292132,227390,14064742,538627,5568508,709,Moderate,Intermediate,6.1,Retirement,8848528,2750485,6098043,15,Bonds,35.75,3.51,91.0,55.0,74.8,Moderately Aggressive
C0127,51,Teacher,0,32188,10000,4268,17920,149505,499438,6266565,135438,7050946,570229,6480717,16741,446988,720,Aggressive,Intermediate,9.0,Wealth Creation,2547149,499438,2047711,15,Equity MF,55.67,13.26,92.1,95.0,93.41,Aggressive
C0128,27,Software Engineer,0,62791,22819,8148,31824,375145,1692992,5801041,379799,8248977,1428085,6820892,164484,0,693,Moderate,Advanced,7.1,Wealth Creation,7603061,814047,6789014,13,Gold,50.68,12.98,92.7,68.0,81.59,Moderately Aggressive
C0129,31,Freelancer,1,73092,39572,11646,21874,317154,908712,0,474895,1700761,28999,1671762,207850,0,753,Conservative,Beginner,3.5,Buy House,5266249,560940,4705309,14,PPF,29.93,15.93,85.1,4.0,48.6,Moderate
C0130,33,Teacher,0,66157,34887,17029,14241,437912,884500,1921015,270221,3513648,381671,3131977,83503,1692886,732,Conservative,Intermediate,4.1,Buy House,3703590,588795,3114795,12,FD,21.53,25.74,80.8,12.0,49.84,Moderate
C0131,33,Teacher,1,55763,20740,4565,30458,424975,340318,5647841,334859,6747993,2412255,4335738,155103,0,602,Moderate,Beginner,5.5,Retirement,8160767,424975,7735792,5,Hybrid MF,54.62,8.19,87.2,47.0,69.11,Moderately Aggressive
C0132,46,Designer,1,90482,33250,13695,43537,836740,2567651,2948400,423514,6776305,228661,6547644,161159,3903641,824,Aggressive,Beginner,9.4,Buy House,4074793,1549854,2524939,10,Stocks,48.12,15.14,90.05,79.0,85.08,Aggressive
C0133,28,Designer,2,61968,35351,7947,18670,164555,1052059,4840009,111188,6167811,1931596,4236215,217007,2474814,697,Conservative,Beginner,2.9,Child Education,5069348,423194,4646154,13,Debt MF,30.13,12.82,80.55,4.0,46.1,Moderately Conservative
C0134,34,Business Owner,3,100559,61787,16133,22639,888656,1477623,7115406,312379,9794064,253576,9540488,152490,2671774,795,Moderate,Advanced,7.2,Retirement,6599650,741998,5857652,9,Gold,22.51,16.04,81.85,63.0,73.37,Moderately Aggressive
C0135,22,Freelancer,2,88616,43562,14836,30218,894591,428421,7881986,520564,9725562,541648,9183914,92620,0,712,Conservative,Advanced,4.3,Higher Education,2159029,713988,1445041,13,Bonds,34.1,16.74,91.0,20.0,59.05,Moderate
C0136,35,Designer,0,93141,43548,18743,30850,574811,466621,0,700109,1741541,80789,1660752,317826,3444935,728,Aggressive,Intermediate,9.6,Wealth Creation,6806041,574811,6231230,8,ETF,33.12,20.12,82.7,95.0,88.24,Aggressive
C0137,44,Sales Executive,2,71947,30410,7243,34294,293926,775365,3726276,460677,5256244,1836356,3419888,138579,1251676,763,Conservative,Intermediate,3.9,Buy House,4913350,775365,4137985,14,PPF,47.67,10.07,87.15,12.0,53.33,Moderate
C0138,54,Sales Executive,2,59736,29539,6727,23470,661030,1557803,0,223595,2442428,26859,2415569,49872,931082,690,Moderate,Intermediate,6.5,Wealth Creation,1887169,552576,1334593,6,Hybrid MF,39.29,11.26,81.05,60.0,71.58,Moderately Aggressive
C0139,24,Designer,1,75122,26959,13122,35041,786614,2135924,699989,28398,3650925,391939,3258986,150134,0,666,Moderate,Beginner,6.1,Emergency Fund,208936,35093,173843,9,Bonds,46.65,17.47,93.2,35.0,67.01,Moderate
C0140,38,Teacher,2,40005,19247,4597,16161,190904,890084,0,21577,1102565,193685,908880,127550,601074,701,Aggressive,Beginner,9.1,Buy House,5861081,801148,5059933,13,Equity MF,40.4,11.49,91.05,79.0,85.63,Aggressive
C0141,45,Freelancer,1,88172,42283,13574,32315,845735,2327997,759517,164219,4097468,162754,3934714,303588,0,685,Moderate,Intermediate,6.7,Wealth Creation,4379017,1198332,3180685,10,Equity MF,36.65,15.39,85.2,60.0,73.86,Moderately Aggressive
C0142,44,Business Owner,1,129502,70876,11039,47587,1123395,3190456,0,458272,4772123,64820,4707303,137982,0,746,Aggressive,Intermediate,9.1,Retirement,6167679,2392257,3775422,8,Equity,36.75,8.52,89.35,90.0,89.64,Aggressive
C0143,26,Sales Executive,3,60987,35264,0,25723,586272,1790057,0,115806,2492135,0,2492135,254640,0,781,Moderate,Beginner,6.4,Child Education,3589616,981511,2608105,6,Equity MF,42.18,0.0,94.25,44.0,71.64,Moderately Aggressive
C0144,54,Doctor,2,184839,88699,35018,61122,862393,2543051,6595550,1219810,11220804,3543115,7677689,428625,9066048,769,Aggressive,Advanced,9.6,Child Education,1974855,622913,1351942,5,Equity MF,33.07,18.95,75.05,95.0,84.03,Aggressive
C0145,58,Business Owner,2,173566,93470,41194,38902,1924740,4411162,5465197,294413,12095512,2399442,9696070,165471,0,636,Conservative,Intermediate,3.4,Retirement,6005354,2166677,3838677,6,PPF,22.41,23.73,68.45,15.0,44.4,Moderately Conservative
C0146,23,Bank Employee,2,87881,41623,14098,32160,436197,2438168,0,627731,3502096,297374,3204722,182792,2133222,722,Moderate,Advanced,7.5,Wealth Creation,4090823,1466156,2624667,9,Bonds,36.59,16.04,88.2,68.0,79.11,Moderately Aggressive
C0147,39,Software Engineer,2,62045,30024,2241,29780,234679,1538123,1209630,108639,3091071,482827,2608244,97488,1743440,731,Moderate,Intermediate,6.1,Buy House,4767305,788967,3978338,14,Gold,48.0,3.61,93.9,52.0,75.05,Moderately Aggressive
C0148,56,Business Owner,2,92853,32588,10875,49390,807852,2438697,7637671,289050,11173270,2500597,8672673,165037,0,648,Aggressive,Intermediate,10.0,Buy House,7588011,546225,7041786,11,Stocks,53.19,11.71,85.55,87.0,86.2,Aggressive
C0149,39,Business Owner,3,91463,42137,12350,36976,582067,277788,6630252,115513,7605620,1019232,6586388,217842,0,670,Conservative,Intermediate,4.2,Child Education,3602083,582067,3020016,8,Debt MF,40.43,13.5,91.1,12.0,55.51,Moderate
C0150,48,Freelancer,1,101658,43764,23240,34654,388389,2257535,556234,760420,3962578,874578,3088000,158429,1436202,717,Conservative,Intermediate,3.0,Retirement,4097136,861214,3235922,13,FD,34.09,22.86,80.55,15.0,51.05,Moderate
C0151,30,Bank Employee,3,76451,34690,13176,28585,230462,1110846,4307537,220148,5868993,1680828,4188165,265504,2180790,689,Moderate,Beginner,5.7,Emergency Fund,361251,117568,243683,7,Hybrid MF,37.39,17.23,78.65,35.0,59.01,Moderate
C0152,38,Designer,2,46613,25572,7649,13392,153056,421538,0,87999,662593,85567,577026,202581,740391,770,Moderate,Intermediate,7.1,Buy House,5058003,421538,4636465,8,Hybrid MF,28.73,16.41,81.25,52.0,68.09,Moderately Aggressive
C0153,24,Business Owner,3,150703,104793,30719,15191,1704259,4005236,0,826661,6536156,223252,6312904,540812,2460907,718,Moderate,Beginner,5.4,Wealth Creation,3161749,1306913,1854836,14,Gold,10.08,20.38,77.0,52.0,65.75,Moderate
C0154,32,Sales Executive,4,52946,34961,8028,9957,584236,857264,0,38635,1480135,70904,1409231,76253,2322775,798,Moderate,Advanced,7.5,Wealth Creation,2885514,632134,2253380,13,Hybrid MF,18.81,15.16,79.95,68.0,74.57,Moderately Aggressive
C0155,47,Accountant,0,68286,31298,11851,25137,224334,220329,1851950,502580,2799193,338065,2461128,169892,2485802,753,Moderate,Advanced,7.6,Buy House,8245636,224334,8021302,9,Equity MF,36.81,17.35,84.9,60.0,73.7,Moderately Aggressive
C0156,49,Bank Employee,2,77266,33882,9574,33810,795924,604726,0,495601,1896251,209437,1686814,202392,0,744,Conservative,Beginner,3.0,Retirement,6247603,795924,5451679,15,Bonds,43.76,12.39,92.4,7.0,53.97,Moderate
C0157,32,Government Employee,3,61461,30392,5166,25903,464054,398753,1246667,465500,2574974,494753,2080221,242806,0,809,Conservative,Beginner,2.5,Child Education,4465066,464054,4001012,11,PPF,42.15,8.41,93.15,4.0,53.03,Moderate
C0158,31,Bank Employee,2,93661,54433,17512,21716,252389,2564936,4903671,300431,8021427,3358808,4662619,380697,4326616,698,Aggressive,Beginner,8.4,Wealth Creation,4256695,1552003,2704692,13,Equity,23.19,18.7,75.1,87.0,80.45,Moderately Aggressive
C0159,24,Accountant,3,96113,58561,18179,19373,294692,2164456,1686966,311390,4457504,1540261,2917243,65139,2491075,687,Aggressive,Beginner,9.4,Retirement,9252701,2164456,7088245,12,ETF,20.16,18.91,76.0,82.0,78.7,Moderately Aggressive
C0160,44,Teacher,0,64774,23460,1353,39961,509823,979512,4983740,209476,6682551,1171573,5510978,150339,2262215,754,Moderate,Intermediate,7.0,Wealth Creation,7189278,979512,6209766,8,Bonds,61.69,2.09,91.35,60.0,77.24,Moderately Aggressive
C0161,46,Sales Executive,2,70368,41694,7488,21186,196218,859397,0,482480,1538095,75344,1462751,240255,1253945,698,Moderate,Intermediate,6.4,Child Education,4040988,859397,3181591,6,Hybrid MF,30.11,10.64,78.25,52.0,66.44,Moderate
C0162,48,Doctor,1,199420,65386,17646,116388,443922,633655,2375266,817567,4270410,1672172,2598238,374448,0,705,Moderate,Intermediate,6.2,Wealth Creation,4532789,633655,3899134,9,Bonds,58.36,8.85,87.75,60.0,75.26,Moderately Aggressive
C0163,24,Sales Executive,1,56332,17204,12278,26850,634611,603080,7209960,238184,8685835,1500880,7184955,37862,2175383,754,Aggressive,Beginner,9.4,Wealth Creation,4917448,634611,4282837,13,Equity MF,47.66,21.8,89.0,87.0,88.1,Aggressive
C0164,56,Bank Employee,2,48982,21287,10971,16724,100970,1023169,6387482,65971,7577592,3080679,4496913,36292,2203389,744,Aggressive,Advanced,9.6,Emergency Fund,685959,140490,545469,4,Equity MF,34.14,22.4,63.95,86.0,73.87,Moderately Aggressive
C0165,35,Teacher,4,66211,40774,9430,16007,400214,1457536,4186682,330607,6375039,1230961,5144078,293628,0,805,Moderate,Intermediate,7.1,Child Education,3028436,840656,2187780,12,Hybrid MF,24.18,14.24,81.5,52.0,68.23,Moderately Aggressive
C0166,42,Sales Executive,1,68244,31427,20102,16715,506220,1700908,6743300,5199,8955627,3685650,5269977,218965,1687666,715,Aggressive,Intermediate,9.0,Retirement,3543455,1326949,2216506,12,Equity MF,24.49,29.46,73.45,90.0,80.9,Moderately Aggressive
C0167,44,Teacher,3,52318,27073,2081,23164,453028,759355,2237993,39729,3490105,150013,3340092,149557,2718750,746,Moderate,Intermediate,7.2,Buy House,5574030,759355,4814675,14,Equity MF,44.28,3.98,97.15,52.0,76.83,Moderately Aggressive
C0168,44,Bank Employee,1,86214,43593,13337,29284,344597,2102319,5159157,138419,7744492,3248686,4495806,290371,4103984,720,Conservative,Intermediate,3.5,Wealth Creation,6180617,2102319,4078298,12,Debt MF,33.97,15.47,82.15,20.0,54.18,Moderate
C0169,57,Teacher,3,25403,18081,3400,3922,179095,677891,1200412,93297,2150695,543298,1607397,111278,1356318,760,Moderate,Beginner,5.9,Emergency Fund,621792,163776,458016,3,Hybrid MF,15.44,13.38,64.8,35.0,51.39,Moderate
C0170,25,Freelancer,1,70358,39786,4392,26180,194870,356926,0,222878,774674,84382,690292,78748,3015723,661,Moderate,Beginner,5.7,Wealth Creation,5596199,356926,5239273,7,Bonds,37.21,6.24,85.4,52.0,70.37,Moderately Aggressive
C0171,26,Doctor,0,134344,60829,2019,71496,461237,645694,3061628,68741,4237300,55727,4181573,219640,7631782,712,Conservative,Beginner,2.7,Wealth Creation,4026931,348396,3678535,15,Bonds,53.22,1.5,95.85,12.0,58.12,Moderate
C0172,30,Business Owner,3,115311,61183,17386,36742,950560,3260369,2642270,621887,7475086,1083666,6391420,172107,0,734,Moderate,Beginner,5.5,Buy House,7084164,2862724,4221440,11,Gold,31.86,15.08,87.45,44.0,67.9,Moderate
C0173,23,Government Employee,2,51249,27079,1858,22312,408130,514988,0,60361,983479,8046,975433,46255,2826846,756,Moderate,Advanced,7.0,Buy House,7651678,514988,7136690,7,Bonds,43.54,3.63,94.4,60.0,78.92,Moderately Aggressive
C0174,58,Doctor,4,124454,75340,19775,29339,1256782,2029568,4507500,153943,7947793,2354255,5593538,204169,1766022,753,Moderate,Intermediate,6.3,Child Education,1665598,577734,1087864,6,Gold,23.57,15.89,69.45,52.0,61.6,Moderate
C0175,54,Software Engineer,2,131975,70458,11659,49858,905274,464285,1783156,903441,4056156,1076935,2979221,114704,5284956,839,Moderate,Intermediate,6.2,Emergency Fund,501132,94694,406438,9,Equity MF,37.78,8.83,84.85,43.0,66.02,Moderate
C0176,26,Sales Executive,1,63484,31774,8862,22848,319574,770777,0,114787,1205138,406013,799125,137214,0,719,Conservative,Intermediate,3.6,Travel,615587,131617,483970,5,Debt MF,35.99,13.96,79.25,15.0,50.34,Moderate
C0177,30,Accountant,2,69167,35379,4960,28828,415765,1080854,4393259,129940,6019818,2124487,3895331,49290,1586103,635,Moderate,Advanced,6.7,Wealth Creation,6125176,1080854,5044322,10,Bonds,41.68,7.17,90.45,68.0,80.35,Moderately Aggressive
C0178,36,Freelancer,3,103180,72374,10837,19969,678370,1359505,0,440330,2478205,103534,2374671,465944,5128221,584,Conservative,Beginner,2.8,Wealth Creation,2376998,804496,1572502,9,FD,19.35,10.5,76.55,12.0,47.5,Moderately Conservative
C0179,49,Bank Employee,3,68703,37505,3406,27792,586806,300267,0,194365,1081438,13431,1068007,275154,3577825,762,Conservative,Intermediate,4.2,Wealth Creation,5154746,356961,4797785,13,Debt MF,40.45,4.96,96.4,20.0,62.02,Moderate
C0180,23,Accountant,3,90185,51465,10379,28341,502254,1948467,5848809,574422,8873952,2836908,6037044,55423,2537701,610,Conservative,Beginner,3.5,Buy House,4893424,446456,4446968,11,Debt MF,31.43,11.51,78.2,4.0,44.81,Moderately Conservative
C0181,31,Software Engineer,2,163862,80419,43642,39801,1709758,3817494,6911294,851698,13290244,4541816,8748428,577136,8284862,715,Conservative,Intermediate,4.1,Wealth Creation,4447472,1860678,2586794,8,Bonds,24.29,26.63,72.3,20.0,48.77,Moderate
C0182,57,Accountant,1,62414,31749,4575,26090,160237,1785670,2571473,289054,4806434,614518,4191916,114553,3166851,745,Moderate,Intermediate,6.7,Travel,1068130,423634,644496,10,Hybrid MF,41.8,7.33,88.4,55.0,73.37,Moderately Aggressive
C0183,24,Accountant,0,71359,32015,5721,33623,716371,1224623,984269,454645,3379908,56960,3322948,151973,3320394,708,Aggressive,Advanced,10.0,Emergency Fund,926354,315781,610573,9,Stocks,47.12,8.02,97.2,86.0,92.16,Aggressive
C0184,24,Teacher,1,59598,31961,16889,10748,166154,242003,0,306031,714188,456900,257288,119574,1539196,731,Moderate,Intermediate,6.0,Wealth Creation,3236274,242003,2994271,6,Gold,18.03,28.34,58.4,60.0,59.12,Moderate
C0185,44,Business Owner,1,114700,46505,10337,57858,428311,737634,5746802,685180,7597927,2037262,5560665,273931,5624703,778,Conservative,Beginner,3.0,Travel,1038473,217510,820963,5,Debt MF,50.44,9.01,88.55,7.0,51.85,Moderate
C0186,48,Bank Employee,2,87848,45890,20878,21080,628536,2373508,4261453,277414,7540911,2729853,4811058,210491,1134259,843,Conservative,Intermediate,3.0,Buy House,3923816,1614002,2309814,13,Debt MF,24.0,23.77,72.55,12.0,45.3,Moderately Conservative
C0187,55,Software Engineer,2,104210,56765,17749,29696,318969,2783972,0,477950,3580891,543361,3037530,331619,0,669,Moderate,Intermediate,6.5,Travel,1150732,440099,710633,5,Hybrid MF,28.5,17.03,71.9,55.0,64.3,Moderate
C0188,58,Bank Employee,1,92595,50361,9201,33033,667951,2441512,6423215,431579,9964257,1551767,8412490,89428,0,719,Moderate,Intermediate,6.4,Wealth Creation,4852273,768151,4084122,9,Bonds,35.67,9.94,87.25,60.0,74.99,Moderately Aggressive
C0189,44,Software Engineer,2,115797,68772,9949,37076,491488,1069484,2865517,29734,4456223,1403210,3053013,296569,0,672,Conservative,Intermediate,2.9,Wealth Creation,7329170,1069484,6259686,15,PPF,32.02,8.59,82.15,20.0,54.18,Moderate
C0190,42,Software Engineer,1,108779,35883,12833,60063,693624,539369,0,325342,1558335,526144,1032191,206644,2063670,729,Moderate,Beginner,6.2,Retirement,6162880,693624,5469256,12,Bonds,55.22,11.8,87.45,47.0,69.25,Moderately Aggressive
C0191,46,Freelancer,3,77542,39036,5088,33418,743785,569568,0,249386,1562739,152743,1409996,101678,1219150,755,Moderate,Advanced,7.1,Wealth Creation,2148967,615253,1533714,7,Gold,43.1,6.56,91.25,68.0,80.79,Moderately Aggressive
C0192,38,Doctor,3,115805,69613,14160,32032,1247733,1539081,7814496,901331,11502641,227241,11275400,184259,0,731,Moderate,Beginner,6.3,Retirement,8911840,1539081,7372759,15,Gold,27.66,12.23,84.05,47.0,67.38,Moderate
C0193,23,Accountant,3,65874,39849,6752,19273,587824,1420668,4890122,146103,7044717,933721,6110996,264391,3231808,803,Conservative,Intermediate,3.2,Wealth Creation,7199638,998327,6201311,5,Debt MF,29.26,10.25,80.4,20.0,53.22,Moderate
C0194,31,Teacher,0,56493,27283,9149,20061,333881,1201660,0,139317,1674858,35369,1639489,97855,2686657,698,Conservative,Intermediate,3.5,Wealth Creation,2130874,800086,1330788,13,Debt MF,35.51,16.19,90.1,20.0,58.55,Moderate
C0195,29,Doctor,3,86864,58099,6742,22023,945572,1885039,4206137,372441,7409189,516786,6892403,253967,4908769,727,Moderate,Advanced,7.4,Retirement,9300534,1177980,8122554,15,Bonds,25.35,7.76,89.4,63.0,77.52,Moderately Aggressive
C0196,53,Business Owner,3,114255,66054,5814,42387,641275,1630381,629360,34332,2935348,122984,2812364,420384,5516911,664,Moderate,Beginner,5.6,Retirement,9491761,1581712,7910049,12,Equity MF,37.1,5.09,90.8,47.0,71.09,Moderately Aggressive
C0197,46,Software Engineer,2,98840,59428,10892,28520,975369,1103432,4666421,751735,7496957,2811525,4685432,304339,0,682,Moderate,Advanced,6.3,Higher Education,2740508,511822,2228686,15,Bonds,28.85,11.02,76.85,60.0,69.27,Moderately Aggressive
C0198,56,Designer,2,61087,41192,9325,10570,703621,1291201,0,261582,2256404,274774,1981630,191069,2736501,759,Aggressive,Beginner,9.5,Child Education,2763607,238928,2524679,13,Stocks,17.3,15.27,76.35,79.0,77.54,Moderately Aggressive
C0199,24,Sales Executive,3,37637,21067,3639,12931,121863,1084989,0,242468,1449320,9481,1439839,52596,1031045,770,Aggressive,Beginner,8.7,Child Education,2144289,147260,1997029,6,ETF,34.36,9.67,85.4,79.0,82.52,Moderately Aggressive
C0200,22,Business Owner,0,102073,46048,5670,50355,1104955,2172696,7828251,573848,11679750,2018935,9660815,210061,3895634,719,Aggressive,Intermediate,8.8,Retirement,4960713,1220301,3740412,15,Equity MF,49.33,5.55,97.0,90.0,93.85,Aggressive
C0201,28,Freelancer,1,98406,24602,12624,61180,906563,1917679,0,81756,2905998,402810,2503188,80231,3118482,817,Moderate,Beginner,5.3,Wealth Creation,6266410,1603941,4662469,7,Hybrid MF,62.17,12.83,89.95,52.0,72.87,Moderately Aggressive
C0202,27,Sales Executive,1,75125,40669,7368,27088,731495,1266942,809621,335360,3143418,512133,2631285,233716,4031275,760,Conservative,Intermediate,3.3,Retirement,9432219,1266942,8165277,6,PPF,36.06,9.81,89.1,15.0,55.76,Moderate
C0203,56,Freelancer,1,133489,84877,3925,44687,1341024,3247419,0,569971,5158414,4663,5153751,582244,7967077,746,Moderate,Beginner,6.6,Buy House,2992710,1082256,1910454,11,Hybrid MF,33.48,2.94,87.55,44.0,67.95,Moderate
C0204,54,Government Employee,0,62456,18299,3657,40500,288744,1489887,0,135455,1914086,99145,1814941,23669,1567803,777,Moderate,Advanced,6.6,Emergency Fund,863544,289736,573808,10,Gold,64.85,5.86,92.85,51.0,74.02,Moderately Aggressive
C0205,60,Bank Employee,2,76084,37550,5752,32782,680943,1388834,2276071,196250,4542098,835360,3706738,189905,2561904,752,Conservative,Beginner,3.3,Retirement,3791234,1388834,2402400,7,Debt MF,43.09,7.56,86.15,7.0,50.53,Moderate
C0206,39,Software Engineer,4,124029,75682,7202,41145,1257981,677121,4622421,913884,7471407,1594906,5876501,535969,4146341,713,Conservative,Beginner,2.8,Retirement,6463452,1257981,5205471,12,FD,33.17,5.81,89.9,7.0,52.6,Moderate
C0207,49,Freelancer,1,65437,34830,8003,22604,674168,1047210,0,487684,2209062,329622,1879440,118593,2408690,736,Moderate,Beginner,6.0,Buy House,4175193,410351,3764842,5,Gold,34.54,12.23,81.8,44.0,64.79,Moderate
C0208,59,Sales Executive,3,48907,31006,0,17901,479930,1062458,7985562,341617,9869567,3393739,6475828,195399,0,764,Moderate,Intermediate,6.8,Emergency Fund,538649,182665,355984,6,Bonds,36.6,0.0,78.3,43.0,62.42,Moderate
C0209,26,Software Engineer,0,49173,19239,9478,20456,353168,191801,6597796,310295,7453060,2892967,4560093,85877,2191074,770,Moderate,Intermediate,6.1,Retirement,5021011,353168,4667843,10,Hybrid MF,41.6,19.27,87.05,55.0,72.63,Moderately Aggressive
C0210,30,Software Engineer,0,108551,41353,21511,45687,463155,1486674,0,360896,2310725,288103,2022622,211137,0,687,Conservative,Intermediate,3.9,Buy House,6955774,964144,5991630,10,PPF,42.09,19.82,92.45,12.0,56.25,Moderate
C0211,25,Doctor,2,113689,48878,29242,35569,986481,624003,0,144082,1754566,707055,1047511,390649,2251671,701,Moderate,Intermediate,6.7,Wealth Creation,1761667,588389,1173278,6,Hybrid MF,31.29,25.72,75.4,60.0,68.47,Moderately Aggressive
C0212,44,Government Employee,1,51162,23031,0,28131,403042,323003,1178150,402682,2306877,218378,2088499,105441,2532482,726,Conservative,Beginner,3.6,Wealth Creation,7690656,403042,7287614,10,Debt MF,54.98,0.0,94.35,12.0,57.29,Moderate
C0213,42,Freelancer,2,70921,40434,12499,17988,266264,1767638,5030707,188827,7253436,671642,6581794,168565,3780323,752,Aggressive,Beginner,9.7,Higher Education,4272736,466492,3806244,13,ETF,25.36,17.62,79.45,79.0,79.25,Moderately Aggressive
C0214,46,Teacher,2,38942,24589,7344,7009,252166,843480,4455866,16134,5567646,2127334,3440312,74691,470800,686,Conservative,Advanced,4.0,Wealth Creation,4652855,843480,3809375,12,FD,18.0,18.86,71.85,28.0,52.12,Moderate
C0215,57,Freelancer,3,80167,38390,10103,31674,762837,1691131,2049796,373154,4876918,1363990,3512928,170149,3715236,840,Aggressive,Intermediate,8.8,Higher Education,2003249,752405,1250844,8,Equity,39.51,12.6,80.4,87.0,83.37,Moderately Aggressive
C0216,49,Accountant,0,58790,26686,6593,25511,483449,1692989,0,194880,2371318,45877,2325441,51054,1068173,740,Moderate,Advanced,6.6,Higher Education,1592949,593905,999044,11,Equity MF,43.39,11.21,89.6,60.0,76.28,Moderately Aggressive
C0217,56,Bank Employee,1,34231,20779,6424,7028,88459,672107,0,168404,928970,56361,872609,47661,0,711,Aggressive,Beginner,9.6,Retirement,9113486,672107,8441379,6,ETF,20.53,18.77,71.75,82.0,76.36,Moderately Aggressive
C0218,40,Accountant,3,55284,31417,8776,15091,455762,1432086,0,309812,2197660,242045,1955615,198637,0,731,Conservative,Beginner,3.0,Emergency Fund,827375,56280,771095,8,PPF,27.3,15.87,80.95,0.0,44.52,Moderately Conservative
