date,year,equity_return,debt_return,gold_return,fd_return,equity_volatility,debt_volatility,gold_volatility,inflation_rate,interest_rate,stock_market_index,market_growth,gdp_growth,unemployment_rate,economic_condition
2001-03-01,2001,18.91,5.65,13.82,5.39,15.43,0.99,9.8,6.43,5.3,5533.47,15.16,4.84,6.45,Normal
2001-04-01,2001,-8.84,6.57,7.15,7.65,10.86,1.63,14.49,6.42,7.73,5492.69,7.29,4.89,7.92,Normal
2001-05-01,2001,2.06,4.65,5.07,4.32,11.4,1.62,12.17,6.43,4.66,5502.13,2.0,3.78,5.48,Weak
2001-06-01,2001,1.55,7.7,11.75,9.0,13.61,1.59,12.1,10.0,8.93,5509.22,4.94,8.08,5.01,Weak
2001-07-01,2001,2.71,5.26,9.67,6.4,14.03,1.66,7.54,6.53,6.53,5521.66,-4.48,4.01,6.98,Weak
2001-08-01,2001,7.69,6.21,5.59,6.23,14.5,0.84,8.1,7.54,6.64,5557.05,8.43,4.72,5.66,Normal
2001-09-01,2001,18.28,5.63,8.99,6.23,13.59,1.8,12.01,7.22,6.17,5641.68,10.52,4.72,3.15,Normal
2001-10-01,2001,-4.07,6.21,10.93,6.68,8.86,1.79,5.84,6.67,6.73,5622.56,2.79,7.2,6.69,Normal
2001-11-01,2001,9.35,5.24,9.65,5.72,12.51,1.48,13.26,4.93,5.77,5666.38,2.58,5.63,4.77,Normal
2001-12-01,2001,15.75,6.51,11.48,7.1,8.0,1.93,10.82,6.87,7.36,5740.77,8.01,7.71,5.6,Normal
2002-01-01,2002,22.35,7.02,8.83,5.57,12.84,0.65,18.0,4.11,5.6,5847.71,2.93,5.16,5.69,Normal
2002-02-01,2002,7.53,6.31,6.27,5.76,11.77,1.02,16.54,5.07,5.97,5884.38,5.81,6.47,5.66,Normal
2002-03-01,2002,21.0,5.43,5.95,5.39,16.77,0.99,10.2,4.63,5.4,5987.36,20.28,4.85,6.22,Normal
2002-04-01,2002,-1.57,5.42,3.87,5.38,10.32,1.45,10.65,5.65,6.01,5979.55,5.68,9.0,5.0,Good
2002-05-01,2002,-10.5,7.35,18.42,7.45,17.01,0.97,14.41,9.67,7.7,5927.23,0.19,3.72,6.74,Weak
2002-06-01,2002,16.21,3.61,6.44,3.74,10.38,1.67,14.29,2.14,3.46,6007.31,3.28,6.87,4.68,Good
2002-07-01,2002,13.3,4.57,8.48,5.01,10.69,1.73,7.09,6.74,5.35,6073.91,10.92,6.8,6.57,Normal
2002-08-01,2002,20.16,5.02,2.97,5.28,13.28,1.48,5.68,2.6,5.58,6175.97,6.4,6.97,5.8,Good
2002-09-01,2002,-1.04,5.22,19.77,5.58,16.26,1.31,9.11,4.65,5.84,6170.61,1.56,5.82,4.25,Normal
2002-10-01,2002,18.29,3.11,5.56,6.09,14.48,0.9,12.82,7.46,6.54,6264.63,13.96,5.57,7.1,Normal
2002-11-01,2002,29.24,5.55,6.93,5.35,17.48,0.91,12.15,5.62,6.06,6417.29,15.74,6.05,4.87,Normal
2002-12-01,2002,12.33,4.78,8.98,5.39,14.51,1.67,13.06,3.56,5.6,6483.21,2.5,6.01,6.18,Normal
2003-01-01,2003,6.84,5.89,10.14,5.0,14.89,1.54,7.55,4.21,5.12,6520.18,-5.78,7.6,5.75,Good
2003-02-01,2003,15.42,5.01,13.2,5.64,13.52,1.2,5.39,6.72,5.81,6603.95,13.98,9.0,7.89,Normal
2003-03-01,2003,-2.56,4.24,14.95,5.51,14.97,1.08,12.69,4.19,5.7,6589.88,1.25,5.32,5.03,Normal
2003-04-01,2003,22.12,4.61,10.85,5.21,15.69,0.54,8.9,5.89,5.35,6711.33,10.03,3.9,5.14,Weak
2003-05-01,2003,-1.24,4.85,4.4,6.46,18.77,0.85,5.85,5.58,6.36,6704.41,-8.08,5.86,5.49,Normal
2003-06-01,2003,19.64,4.09,6.78,4.03,12.88,2.01,10.94,4.33,4.23,6814.13,14.25,9.0,4.96,Good
2003-07-01,2003,-7.55,7.28,12.31,7.88,20.09,0.93,13.82,9.36,8.17,6771.25,-5.31,4.33,7.04,Weak
2003-08-01,2003,5.77,6.75,17.59,6.56,12.18,1.33,10.86,6.64,6.78,6803.81,11.7,8.32,3.73,Normal
2003-09-01,2003,23.9,4.11,0.71,4.97,11.14,1.63,8.86,2.0,4.98,6939.31,9.12,8.94,3.71,Good
2003-10-01,2003,4.06,6.23,13.6,7.11,14.7,0.83,10.56,5.84,6.9,6962.81,-1.48,5.13,4.27,Normal
2003-11-01,2003,20.38,5.31,8.52,6.61,14.08,1.34,9.65,4.31,6.92,7081.05,4.06,7.0,6.46,Good
2003-12-01,2003,13.08,7.07,12.92,7.22,14.66,1.64,7.89,7.03,7.35,7158.25,11.18,8.26,7.78,Normal
2004-01-01,2004,-1.23,3.95,7.24,3.96,11.47,1.36,8.73,4.07,4.03,7150.93,6.99,5.6,5.16,Normal
2004-02-01,2004,19.2,4.67,5.07,4.51,13.15,2.29,12.13,5.29,4.9,7265.34,9.85,5.72,5.27,Normal
2004-03-01,2004,13.31,5.05,12.17,5.67,17.18,0.63,11.91,6.41,5.82,7345.94,18.71,5.02,5.72,Normal
2004-04-01,2004,8.05,6.05,12.21,6.05,18.04,1.62,11.68,7.06,6.57,7395.21,-6.77,4.29,7.13,Weak
2004-05-01,2004,17.88,6.54,11.06,5.07,11.49,1.17,7.85,3.34,5.66,7505.42,17.72,5.29,4.06,Normal
2004-06-01,2004,-0.17,4.39,8.13,5.15,9.43,1.53,10.27,4.9,5.21,7504.35,5.86,4.24,5.7,Weak
2004-07-01,2004,8.91,5.4,5.62,5.6,13.68,1.37,5.22,4.65,5.85,7560.1,0.0,6.15,6.54,Normal
2004-08-01,2004,21.11,3.6,1.58,4.88,12.83,1.02,11.03,4.32,4.98,7693.07,-3.52,4.99,5.92,Normal
2004-09-01,2004,11.86,4.89,13.92,6.47,12.29,1.33,15.24,8.68,6.62,7769.08,3.05,5.97,6.2,Weak
2004-10-01,2004,12.42,4.46,10.74,4.74,12.23,0.62,7.37,6.23,5.13,7849.47,10.62,3.58,6.81,Weak
2004-11-01,2004,19.24,4.96,3.24,4.31,13.82,1.53,8.84,3.23,4.47,7975.33,6.38,6.77,2.5,Good
2004-12-01,2004,17.68,4.43,7.49,5.04,18.88,1.34,12.11,7.15,5.5,8092.81,16.24,7.05,6.56,Normal
2005-01-01,2005,3.15,5.25,9.19,6.75,16.64,1.47,14.96,9.32,6.56,8114.03,-7.95,2.55,5.29,Weak
2005-02-01,2005,2.27,6.28,3.85,7.0,10.1,1.69,10.22,7.36,7.49,8129.38,5.09,6.34,3.58,Normal
2005-03-01,2005,9.89,3.52,3.53,4.08,13.34,1.47,8.46,2.77,4.28,8196.35,-0.52,8.17,5.7,Good
2005-04-01,2005,19.04,7.48,3.47,7.39,10.2,1.4,5.73,4.63,7.8,8326.38,7.82,4.29,7.02,Weak
2005-05-01,2005,8.17,5.06,8.41,7.19,13.92,0.99,11.7,7.78,7.19,8383.05,12.24,8.24,5.68,Normal
2005-06-01,2005,20.07,6.22,4.79,5.47,9.55,0.97,15.66,4.23,5.7,8523.24,3.88,6.78,6.45,Good
2005-07-01,2005,-0.86,4.3,2.59,5.31,18.31,1.65,11.77,6.3,5.59,8517.14,-13.4,4.85,7.55,Normal
2005-08-01,2005,4.47,6.8,17.57,7.11,11.59,1.79,11.17,6.89,7.05,8548.89,6.45,5.75,7.29,Normal
2005-09-01,2005,20.69,3.48,12.5,4.81,13.67,1.2,11.26,3.83,4.96,8696.31,10.2,7.04,7.22,Good
2005-10-01,2005,10.39,5.95,5.39,6.04,10.02,1.22,10.82,5.39,6.06,8771.59,8.77,6.13,6.37,Normal
2005-11-01,2005,23.1,7.12,7.39,6.43,17.79,0.95,7.97,2.0,6.82,8940.45,16.73,7.23,5.07,Good
2005-12-01,2005,4.96,5.15,9.05,4.78,12.75,1.67,12.47,3.66,5.28,8977.37,-1.48,4.84,3.3,Normal
2006-01-01,2006,13.29,5.36,13.04,6.64,13.34,1.49,11.33,5.05,6.76,9076.83,10.96,6.31,5.14,Normal
2006-02-01,2006,19.05,4.46,3.84,4.42,16.23,1.99,10.36,3.25,4.65,9220.96,14.17,4.15,4.15,Weak
2006-03-01,2006,4.22,5.04,14.85,7.01,17.66,0.97,9.17,8.44,7.0,9253.39,-8.23,5.48,8.55,Weak
2006-04-01,2006,-1.2,5.96,4.71,6.35,12.46,1.11,13.49,2.93,6.52,9244.12,8.65,4.95,4.9,Normal
2006-05-01,2006,0.88,5.48,2.72,5.12,11.01,1.34,12.34,4.71,5.22,9250.87,2.1,4.99,5.53,Normal
2006-06-01,2006,17.63,7.48,11.62,6.98,9.79,1.55,9.55,5.74,7.53,9386.78,6.15,7.83,6.2,Good
2006-07-01,2006,10.45,6.52,15.42,7.8,10.69,1.24,14.03,8.09,7.47,9468.54,7.82,7.33,5.94,Weak
2006-08-01,2006,7.03,3.52,17.25,4.45,9.37,1.0,8.98,2.92,4.65,9523.98,4.25,7.22,7.15,Good
2006-09-01,2006,-3.28,6.84,5.14,7.26,13.33,1.61,9.44,7.59,7.24,9497.95,-0.89,4.11,5.07,Weak
2006-10-01,2006,3.08,6.14,11.38,6.43,8.0,1.52,8.98,5.52,6.78,9522.31,5.79,5.52,5.74,Normal
2006-11-01,2006,-5.81,3.57,5.79,5.81,12.15,0.89,6.01,3.73,5.88,9476.19,0.13,8.03,4.34,Good
2006-12-01,2006,5.48,4.9,12.25,4.56,13.78,1.75,12.26,6.33,5.03,9519.44,-2.09,6.11,4.04,Normal
2007-01-01,2007,10.33,4.82,2.93,5.51,12.93,1.65,6.39,5.86,5.54,9601.42,12.07,9.0,4.82,Good
2007-02-01,2007,0.4,5.86,2.82,5.18,13.45,1.29,7.53,4.42,5.42,9604.64,-1.33,6.72,5.29,Good
2007-03-01,2007,12.88,4.43,5.55,5.84,12.5,1.23,5.72,5.63,5.98,9707.72,10.58,6.27,5.0,Normal
2007-04-01,2007,15.23,3.14,8.44,6.28,12.8,1.41,10.49,4.81,6.25,9830.93,9.17,5.62,4.57,Normal
2007-05-01,2007,18.71,5.75,6.14,5.76,18.39,0.92,10.55,5.7,6.21,9984.25,-6.25,6.18,3.84,Normal
2007-06-01,2007,-3.22,4.78,11.99,5.03,11.71,1.26,10.36,6.69,5.35,9957.42,0.34,5.63,5.58,Normal
2007-07-01,2007,22.35,4.95,14.54,7.27,11.71,0.55,8.98,8.35,7.3,10142.85,13.29,6.72,4.12,Weak
2007-08-01,2007,15.64,4.53,9.53,6.08,10.62,1.53,7.39,3.27,5.71,10275.07,0.9,7.7,6.08,Good
2007-09-01,2007,0.84,8.88,17.55,7.61,12.26,0.8,13.0,9.34,7.79,10282.22,-0.06,4.36,6.17,Weak
2007-10-01,2007,14.96,5.16,7.96,5.64,11.47,1.76,8.62,2.0,5.64,10410.38,9.77,4.42,3.23,Weak
2007-11-01,2007,9.45,6.53,3.53,6.39,10.72,1.13,11.6,5.23,6.57,10492.33,9.93,3.28,5.09,Weak
2007-12-01,2007,10.82,5.43,14.72,7.07,8.44,1.18,8.93,6.56,6.74,10586.94,3.94,6.63,4.76,Normal
2008-01-01,2008,17.96,3.73,6.48,5.53,12.03,0.99,11.45,6.01,6.12,10745.43,0.47,4.28,5.96,Weak
2008-02-01,2008,19.6,3.62,11.49,4.15,15.18,1.24,13.85,4.38,4.28,10920.95,14.58,2.91,6.94,Weak
2008-03-01,2008,21.45,5.39,14.63,5.66,18.17,1.71,12.25,5.13,6.21,11116.2,18.51,6.63,3.19,Good
2008-04-01,2008,13.28,4.98,9.82,5.08,13.78,0.4,9.62,4.61,5.86,11239.26,14.73,9.0,5.5,Good
2008-05-01,2008,1.25,5.22,1.9,5.77,9.8,1.66,11.25,4.44,5.85,11250.97,6.96,6.12,5.15,Normal
2008-06-01,2008,5.88,4.88,5.9,5.4,11.31,1.36,10.66,7.03,5.51,11306.12,0.07,7.07,6.54,Normal
2008-07-01,2008,15.68,4.5,14.28,5.14,13.28,0.83,11.06,6.14,5.36,11453.84,-0.25,6.05,5.85,Normal
2008-08-01,2008,2.67,4.88,7.09,6.23,10.63,0.86,9.75,4.25,6.41,11479.34,10.04,6.0,4.41,Normal
2008-09-01,2008,4.68,6.07,9.95,7.16,12.72,1.83,10.87,7.12,6.54,11524.15,8.68,7.18,5.36,Normal
2008-10-01,2008,16.51,4.45,11.97,6.52,11.54,0.93,11.54,6.05,6.74,11682.67,15.11,5.5,4.63,Normal
2008-11-01,2008,5.71,4.06,12.31,6.51,11.5,0.84,8.76,6.96,6.53,11738.31,9.84,6.23,7.01,Normal
2008-12-01,2008,-1.01,6.22,10.43,6.11,16.56,1.63,8.62,6.63,6.42,11728.4,-5.02,6.35,5.7,Normal
2009-01-01,2009,12.18,6.15,6.77,6.15,14.54,1.34,7.03,4.01,6.23,11847.48,13.41,5.18,7.56,Normal
2009-02-01,2009,-1.44,4.65,6.67,5.02,18.49,0.93,6.62,4.49,5.23,11833.23,0.18,7.61,5.28,Good
2009-03-01,2009,1.57,4.61,12.88,6.3,12.63,1.32,8.17,6.85,6.55,11848.71,2.3,5.58,4.85,Normal
2009-04-01,2009,15.5,4.66,11.5,6.32,8.3,0.84,11.55,6.6,6.01,12001.73,6.39,4.73,3.85,Normal
2009-05-01,2009,9.65,4.77,7.52,5.78,17.75,1.61,8.63,5.46,5.64,12098.2,20.26,6.81,3.33,Good
2009-06-01,2009,10.79,3.86,13.04,5.71,17.96,1.59,12.21,5.71,5.83,12206.98,26.74,4.63,3.63,Normal
2009-07-01,2009,7.4,5.46,9.55,6.26,11.54,1.46,11.54,7.8,6.98,12282.31,8.91,5.77,6.17,Normal
2009-08-01,2009,15.73,5.23,4.48,5.0,8.74,1.39,5.69,4.44,5.24,12443.29,5.08,6.11,5.95,Normal
2009-09-01,2009,11.6,7.71,6.18,7.88,14.11,1.92,12.76,6.48,7.35,12563.6,9.95,7.51,3.75,Good
2009-10-01,2009,11.42,4.21,4.42,4.95,12.64,1.27,12.81,5.14,5.16,12683.13,12.62,6.76,6.52,Good
2009-11-01,2009,10.0,5.71,7.23,5.84,10.9,0.81,8.29,5.11,5.71,12788.86,3.76,6.01,4.86,Normal
2009-12-01,2009,4.88,3.91,14.8,6.55,15.45,1.38,12.42,7.48,6.34,12840.92,18.05,6.99,5.97,Normal
2010-01-01,2010,15.2,7.37,6.32,7.58,14.58,2.06,9.11,6.99,7.68,13003.58,7.82,7.91,7.66,Normal
2010-02-01,2010,14.9,5.19,10.28,6.31,11.12,0.9,11.49,6.96,6.67,13165.04,9.01,6.66,6.8,Normal
2010-03-01,2010,9.14,6.95,7.48,6.89,15.57,1.21,8.3,7.85,7.65,13265.29,9.28,5.73,5.53,Normal
2010-04-01,2010,18.48,3.96,7.56,4.85,12.65,1.44,6.4,5.54,4.82,13469.6,7.67,4.03,4.44,Weak
2010-05-01,2010,4.67,6.89,3.33,6.29,13.37,1.23,10.22,6.73,6.64,13521.97,10.19,4.26,3.1,Weak
2010-06-01,2010,16.35,5.22,7.33,6.41,13.09,0.9,10.43,4.94,6.52,13706.19,1.54,5.61,4.55,Normal
2010-07-01,2010,8.93,6.04,8.18,5.81,13.38,1.61,10.03,6.08,6.27,13808.13,1.11,5.02,5.33,Normal
2010-08-01,2010,4.14,5.91,10.58,6.55,10.39,2.07,7.86,5.27,6.77,13855.77,-1.91,5.75,4.28,Normal
2010-09-01,2010,12.22,4.84,9.58,5.51,11.11,1.3,9.92,5.67,5.65,13996.91,8.86,6.06,5.37,Normal
2010-10-01,2010,12.75,6.57,4.48,7.42,14.63,1.0,11.82,6.57,7.5,14145.57,11.16,6.67,5.75,Normal
2010-11-01,2010,21.8,6.16,11.95,6.89,12.05,0.76,10.39,4.03,7.32,14402.52,9.73,6.07,5.01,Normal
2010-12-01,2010,7.89,5.9,11.86,7.18,12.79,1.37,12.27,9.27,7.03,14497.23,16.0,6.28,5.28,Weak
2011-01-01,2011,6.41,4.52,8.19,4.71,10.42,1.67,8.75,3.69,5.01,14574.7,6.77,6.31,5.43,Normal
2011-02-01,2011,20.42,6.19,7.12,5.83,15.71,1.4,13.26,3.31,6.4,14822.74,10.0,3.3,5.7,Weak
2011-03-01,2011,0.57,7.15,7.86,7.82,17.71,1.36,8.46,7.58,7.99,14829.77,-3.67,4.34,4.5,Weak
2011-04-01,2011,14.66,5.89,10.37,5.94,11.83,1.0,12.45,6.92,6.08,15010.92,2.26,5.61,7.41,Normal
2011-05-01,2011,23.86,6.0,11.21,5.95,13.72,0.82,14.11,6.62,6.06,15309.41,9.12,4.05,5.55,Weak
2011-06-01,2011,10.97,4.53,2.32,6.36,12.49,1.51,12.36,6.63,6.17,15449.34,11.68,6.76,5.69,Normal
2011-07-01,2011,15.42,4.95,6.41,4.71,8.0,1.61,10.36,5.48,4.92,15647.83,5.04,8.3,6.35,Good
2011-08-01,2011,4.1,3.28,6.51,4.52,8.89,0.76,9.15,3.88,4.7,15701.24,7.16,8.02,5.54,Good
2011-09-01,2011,9.95,5.04,9.69,4.82,19.1,1.82,13.5,5.64,5.24,15831.4,-5.05,5.66,6.66,Normal
2011-10-01,2011,12.43,4.94,12.56,5.01,9.8,1.48,7.01,4.28,4.96,15995.45,5.18,8.38,5.66,Good
2011-11-01,2011,16.6,4.19,6.63,6.48,12.51,1.74,8.89,7.26,6.59,16216.73,11.27,6.01,5.03,Normal
2011-12-01,2011,8.34,5.54,6.41,5.84,11.54,0.74,9.81,5.24,6.09,16329.45,9.71,5.53,5.89,Normal
2012-01-01,2012,1.43,5.86,5.56,6.09,15.88,0.78,13.6,4.01,6.72,16348.94,9.59,5.26,3.9,Normal
2012-02-01,2012,14.56,3.8,4.99,5.21,13.47,1.23,11.68,4.92,5.0,16547.27,6.22,5.62,5.54,Normal
2012-03-01,2012,-4.36,7.38,7.67,6.59,14.79,1.46,8.64,6.24,7.05,16487.13,5.17,5.33,5.57,Normal
2012-04-01,2012,6.64,4.41,11.0,5.18,11.85,1.87,9.85,4.49,5.47,16578.37,1.87,6.38,5.1,Normal
2012-05-01,2012,20.93,4.31,3.4,5.38,13.78,1.49,8.97,4.02,5.44,16867.56,11.61,6.42,5.12,Normal
2012-06-01,2012,13.45,6.04,10.57,6.24,8.47,1.17,9.21,5.94,6.69,17056.66,8.55,5.95,3.31,Normal
2012-07-01,2012,26.31,5.09,2.05,4.73,14.93,0.9,13.43,5.94,5.26,17430.69,9.4,6.6,4.91,Good
2012-08-01,2012,17.19,5.32,5.74,5.31,8.89,1.63,7.22,4.59,5.99,17680.4,3.6,7.9,5.47,Good
2012-09-01,2012,-1.03,6.21,6.71,5.87,18.05,0.88,14.68,4.65,5.84,17665.28,-8.03,7.53,5.56,Good
2012-10-01,2012,13.91,6.25,15.55,6.25,11.24,1.81,13.05,5.92,6.54,17869.98,12.06,3.72,4.33,Weak
2012-11-01,2012,8.26,3.23,5.78,5.9,11.08,1.15,12.95,2.89,5.32,17992.97,1.71,2.48,6.63,Weak
2012-12-01,2012,-1.64,6.3,-1.88,6.68,10.5,1.84,9.08,2.97,7.08,17968.43,1.86,7.71,4.08,Good
2013-01-01,2013,6.6,4.08,-0.26,4.66,11.2,1.51,10.18,4.21,5.04,18067.29,10.22,4.1,6.47,Weak
2013-02-01,2013,5.35,5.21,8.46,5.15,10.42,1.2,7.2,5.12,5.44,18147.89,3.09,5.71,5.96,Normal
2013-03-01,2013,-0.55,2.87,11.39,5.61,12.3,1.04,9.7,6.06,5.7,18139.62,11.99,4.18,4.81,Weak
2013-04-01,2013,10.75,7.55,11.8,6.22,12.47,1.12,12.77,8.16,6.49,18302.09,7.29,2.98,8.03,Weak
2013-05-01,2013,11.13,5.61,10.25,6.03,10.23,1.35,14.5,7.04,6.03,18471.88,10.26,6.63,4.3,Normal
2013-06-01,2013,-5.57,6.34,13.04,6.46,15.27,1.3,8.04,5.21,6.85,18386.2,-2.96,7.17,6.56,Good
2013-07-01,2013,17.85,7.41,6.39,6.63,16.85,1.08,9.95,5.47,7.12,18659.72,13.85,5.14,6.7,Normal
2013-08-01,2013,15.98,6.34,10.98,4.31,9.32,1.23,10.05,3.7,4.91,18908.25,6.45,2.33,4.42,Weak
2013-09-01,2013,10.54,5.36,2.03,4.62,10.22,1.28,7.38,5.47,5.32,19074.39,2.81,5.18,7.17,Normal
2013-10-01,2013,9.56,6.36,4.62,5.92,10.42,0.47,12.22,4.98,6.2,19226.43,7.42,6.65,5.12,Good
2013-11-01,2013,6.71,5.14,1.72,5.54,20.03,1.38,9.21,6.08,5.76,19333.87,-8.13,3.71,5.93,Weak
2013-12-01,2013,18.01,5.39,6.51,5.68,12.47,0.86,10.01,4.01,5.99,19624.04,9.61,6.45,5.59,Normal
2014-01-01,2014,8.39,5.34,9.0,6.65,13.17,0.84,9.98,6.43,6.49,19761.26,-1.88,5.86,5.48,Normal
2014-02-01,2014,-1.38,4.1,10.82,5.91,16.69,0.63,9.59,8.26,5.75,19738.53,-4.59,6.54,6.89,Weak
2014-03-01,2014,6.99,5.98,8.7,6.94,13.54,0.67,10.81,5.3,7.17,19853.55,-4.63,6.2,6.42,Normal
2014-04-01,2014,22.32,5.86,5.33,7.09,15.0,0.86,10.52,6.22,7.69,20222.85,12.44,4.45,3.51,Weak
2014-05-01,2014,4.26,5.07,8.62,5.65,13.05,0.96,10.26,6.74,5.94,20294.59,1.77,7.65,7.25,Normal
2014-06-01,2014,31.61,3.52,2.12,5.14,15.43,1.93,8.87,4.78,5.44,20829.18,16.8,5.85,3.4,Normal
2014-07-01,2014,4.75,5.81,14.29,6.06,10.51,1.05,11.77,5.9,6.37,20911.55,1.84,5.91,6.8,Normal
2014-08-01,2014,3.74,5.58,7.38,5.95,15.23,1.28,15.01,5.52,6.28,20976.66,-6.91,4.6,6.86,Normal
2014-09-01,2014,1.32,6.02,6.73,6.28,15.62,1.39,11.27,5.68,6.59,20999.82,-2.45,5.31,4.22,Normal
2014-10-01,2014,17.22,6.21,14.03,6.87,17.21,1.34,13.02,4.11,7.12,21301.11,14.46,4.84,4.8,Normal
2014-11-01,2014,-2.21,7.67,3.63,5.56,9.41,1.18,7.41,5.54,5.87,21261.9,4.57,5.74,4.18,Normal
2014-12-01,2014,5.46,6.0,4.66,5.58,12.5,0.81,11.49,6.4,5.68,21358.69,2.94,8.46,5.38,Good
2015-01-01,2015,1.33,3.84,5.89,5.75,8.0,1.72,8.78,8.11,5.81,21382.32,4.47,3.63,5.52,Weak
2015-02-01,2015,11.56,5.34,9.43,5.64,9.54,1.83,7.61,7.23,6.02,21588.3,7.12,3.37,6.69,Weak
2015-03-01,2015,20.85,5.72,12.82,7.5,13.81,0.72,10.0,9.38,7.33,21963.43,12.86,7.74,7.65,Weak
2015-04-01,2015,21.45,5.65,10.64,6.56,14.06,0.92,13.51,4.12,6.95,22355.98,16.5,5.85,6.97,Normal
2015-05-01,2015,-8.58,4.21,19.88,5.58,10.26,1.11,13.64,7.07,6.14,22196.16,1.94,4.81,5.06,Normal
2015-06-01,2015,20.44,5.94,-0.21,6.24,13.39,0.89,11.57,5.83,6.29,22574.27,-2.77,7.52,5.3,Good
2015-07-01,2015,8.62,5.69,13.57,7.01,13.57,1.49,8.03,9.44,7.37,22736.39,0.4,4.62,4.07,Weak
2015-08-01,2015,8.34,6.73,5.4,6.37,11.87,0.98,10.02,4.05,6.44,22894.36,9.9,8.91,4.31,Good
2015-09-01,2015,9.41,7.81,5.25,6.74,8.49,2.08,11.25,3.99,7.49,23073.93,0.42,7.2,6.43,Good
2015-10-01,2015,8.54,5.77,5.39,5.4,9.35,1.68,11.04,4.42,5.2,23238.17,-0.72,5.4,7.28,Normal
2015-11-01,2015,10.48,3.46,2.66,4.4,11.89,1.4,5.39,2.0,4.38,23441.17,11.46,9.0,3.49,Good
2015-12-01,2015,12.04,6.34,14.7,5.98,11.1,1.6,8.41,4.55,6.5,23676.33,5.47,5.2,4.65,Normal
2016-01-01,2016,7.86,6.08,11.06,5.55,8.0,1.59,10.37,4.13,6.07,23831.42,7.37,7.28,5.26,Good
2016-02-01,2016,5.03,6.5,8.84,7.84,11.86,1.13,12.28,5.77,7.57,23931.34,0.62,6.42,5.88,Normal
2016-03-01,2016,5.58,5.33,14.38,6.35,9.41,0.97,5.54,6.12,6.68,24042.66,4.97,7.88,4.62,Good
2016-04-01,2016,-3.66,7.12,4.72,6.54,16.58,1.3,11.31,8.88,6.89,23969.29,-1.1,7.94,6.52,Weak
2016-05-01,2016,14.25,6.39,4.36,6.35,12.19,1.59,11.66,7.21,7.07,24254.02,11.2,5.84,5.19,Normal
2016-06-01,2016,18.87,6.5,-0.81,6.29,14.71,1.29,12.74,4.46,6.52,24635.48,12.99,4.99,5.33,Normal
2016-07-01,2016,8.43,4.97,4.73,5.88,16.72,0.66,12.2,3.88,6.09,24808.54,-5.88,6.88,5.91,Good
2016-08-01,2016,11.94,4.97,9.8,6.74,9.87,0.98,12.55,6.39,6.72,25055.4,-1.7,4.88,5.64,Normal
2016-09-01,2016,9.78,5.19,7.44,5.52,15.8,1.18,8.28,3.12,6.02,25259.55,-1.93,9.0,4.62,Good
2016-10-01,2016,2.77,6.93,11.32,7.56,13.8,1.34,6.93,8.8,8.09,25317.87,-0.31,5.81,5.86,Weak
2016-11-01,2016,14.87,6.08,4.31,7.81,12.1,2.04,10.42,7.62,7.85,25631.51,3.84,5.2,5.71,Normal
2016-12-01,2016,-3.76,5.66,11.24,6.33,23.11,0.73,13.17,4.66,6.22,25551.12,-3.73,6.38,4.93,Normal
2017-01-01,2017,1.66,3.15,7.53,4.24,9.11,1.47,13.59,2.42,4.79,25586.51,-0.15,4.35,4.73,Weak
2017-02-01,2017,-1.89,5.12,13.09,7.09,18.44,1.8,13.26,7.94,6.97,25546.21,-3.26,4.25,7.78,Weak
2017-03-01,2017,20.02,6.79,0.87,6.75,10.83,2.07,11.9,5.29,6.89,25972.31,8.37,7.83,6.14,Good
2017-04-01,2017,15.92,5.68,11.27,6.25,11.23,1.07,12.38,7.73,6.13,26316.88,4.62,4.75,5.48,Normal
2017-05-01,2017,12.23,4.66,1.96,5.12,12.34,1.43,8.77,2.63,5.29,26585.18,1.39,4.77,5.91,Normal
2017-06-01,2017,19.87,3.96,6.28,4.53,10.39,1.45,10.28,4.42,5.31,27025.45,8.06,6.93,4.94,Good
2017-07-01,2017,3.27,4.54,10.72,5.84,10.43,1.27,15.05,5.51,6.03,27099.06,2.97,7.78,6.91,Good
2017-08-01,2017,12.56,6.08,8.99,7.17,11.4,1.25,8.54,5.58,7.05,27382.8,4.47,7.07,5.96,Good
2017-09-01,2017,17.42,5.82,4.64,5.5,14.09,1.36,14.71,4.69,5.87,27780.27,18.78,7.59,5.25,Good
2017-10-01,2017,20.69,6.38,9.33,6.18,16.0,0.4,10.35,6.62,6.43,28259.14,14.01,4.73,6.21,Normal
2017-11-01,2017,5.01,3.41,1.2,4.05,14.27,1.58,13.71,3.58,4.24,28377.22,-3.45,4.1,3.33,Weak
2017-12-01,2017,12.39,4.96,13.01,5.63,11.69,1.28,7.29,5.24,6.51,28670.19,13.0,8.28,4.11,Good
2018-01-01,2018,17.3,6.12,7.89,6.86,12.02,1.17,12.39,5.72,6.59,29083.53,11.13,5.49,4.1,Normal
2018-02-01,2018,11.76,6.62,13.65,7.68,17.31,2.08,9.26,6.43,8.05,29368.55,-2.9,5.51,5.81,Normal
2018-03-01,2018,9.4,4.97,7.3,6.18,12.32,0.98,7.66,6.78,6.2,29598.54,11.99,7.84,7.77,Normal
2018-04-01,2018,17.72,6.11,5.16,5.3,17.47,1.1,10.92,3.48,5.47,30035.53,18.09,7.08,7.87,Good
2018-05-01,2018,0.83,5.57,3.72,5.4,11.87,1.96,12.71,2.74,5.23,30056.33,-0.23,7.02,5.85,Good
