customer_id,age,occupation,dependents,monthly_income,monthly_expenses,monthly_debt_payment,monthly_savings,cash_savings,existing_investments,property_value,other_assets,total_assets,total_liabilities,net_worth,emergency_fund,insurance_coverage,credit_score,risk_tolerance,investment_experience,financial_goal,goal_amount,current_goal_savings,goal_gap,time_horizon_years,preferred_investment,savings_rate,debt_to_income_ratio,risk_capacity_score,risk_willingness_score,target_risk_score,target_risk_category
C00666,34,Business Owner,1,84656,32732,4602,47322,293355,1115939,4590223,168285,6167802,337882,5829920,104522,11445230,836,Conservative,Beginner,Retirement,11428882,781157,10647725,26,Bonds,55.9,5.44,98.65,7.0,57.41,Moderate
C00667,23,Teacher,1,94950,54150,16728,24072,430011,133691,0,191863,755565,504625,250940,193221,18494284,791,Aggressive,Advanced,Emergency Fund,1440773,93583,1347190,3,ETF,25.35,17.62,64.6,86.0,74.23,Moderately Aggressive
C00668,49,Business Owner,1,345050,119247,32757,193046,856909,23994360,17651963,572334,43075566,4602454,38473112,730051,71123755,787,Aggressive,Intermediate,Buy House,51975235,6287403,45687832,20,Equity MF,55.95,9.49,96.4,87.0,92.17,Aggressive
C00669,30,Government Employee,2,52827,17715,0,35112,96246,659450,3817763,28735,4602194,0,4602194,96246,6668877,747,Moderate,Intermediate,Wealth Creation,8969919,461614,8508305,20,ETF,66.47,0.0,95.25,60.0,79.39,Moderately Aggressive
C00670,46,Teacher,3,143820,43787,78141,21892,258947,3269982,5862977,160819,9552725,8139820,1412905,249556,30160463,651,Moderately Conservative,Advanced,Wealth Creation,6160130,799945,5360185,5,Bonds,15.22,54.33,42.25,48.0,44.84,Moderately Conservative
C00671,27,Freelancer,1,60708,28959,8910,22839,91594,237562,0,54573,383729,138519,245210,91594,4952525,719,Moderate,Beginner,Wealth Creation,4264334,166293,4098041,10,Hybrid MF,37.62,14.68,77.9,52.0,66.25,Moderate
C00672,24,Software Engineer,0,78185,41418,17807,18960,127407,205690,0,37358,370455,479325,-108870,127407,15699643,730,Moderate,Intermediate,Buy House,3913924,143983,3769941,10,Stocks,24.25,22.78,63.2,52.0,58.16,Moderate
C00673,62,Business Owner,0,396324,179193,69152,147979,1776475,24547946,0,512815,26837236,2685894,24151342,977131,37157375,745,Moderately Conservative,Beginner,Emergency Fund,4339971,944962,3395009,2,Stocks,37.34,17.45,74.25,15.0,45.0,Moderately Conservative
C00674,30,Accountant,2,45087,20914,5382,18791,191911,429490,3092313,128092,3841806,646440,3195366,74178,6211531,715,Moderately Conservative,Intermediate,Travel,434916,136037,298879,3,FD,41.68,11.94,83.85,35.0,61.87,Moderate
C00675,47,Bank Employee,2,162233,86111,12509,63613,669852,7256064,12948204,378602,21252722,810080,20442642,154620,31737512,658,Moderate,Intermediate,Wealth Creation,19106698,1860130,17246568,15,FD,39.21,7.71,87.7,60.0,75.24,Moderately Aggressive
C00676,37,Business Owner,3,197314,78119,10421,108774,883893,4528960,10058265,665497,16136615,1296260,14840355,458809,14803620,727,Moderate,Beginner,Wealth Creation,6693142,2203926,4489216,7,Hybrid MF,55.13,5.28,92.6,52.0,74.33,Moderately Aggressive
C00677,41,Data Scientist,2,263630,94560,53843,115227,867000,7067228,14477885,484741,22896854,5647737,17249117,342745,22133213,744,Moderately Aggressive,Advanced,Child Education,8084874,431779,7653095,7,FD,43.71,20.42,81.0,80.0,80.55,Moderately Aggressive
C00678,33,Freelancer,1,78179,43687,13406,21086,380429,827470,6083447,118345,7409691,1166905,6242786,245933,11287108,757,Moderate,Intermediate,Wealth Creation,5156059,579229,4576830,10,Hybrid MF,26.97,17.15,82.0,60.0,72.1,Moderately Aggressive
C00679,41,Software Engineer,2,162688,73444,19638,69606,654454,6451634,0,477185,7583273,765589,6817684,349697,23292165,668,Conservative,Beginner,Retirement,28112432,4516143,23596289,19,ETF,42.78,12.07,93.6,7.0,54.63,Moderate
C00680,46,Business Owner,2,122611,54238,30767,37606,248226,5442053,0,73183,5763462,1112910,4650552,144288,18395159,742,Moderately Aggressive,Advanced,Retirement,17291757,3809437,13482320,14,Hybrid MF,30.67,25.09,76.85,83.0,79.62,Moderately Aggressive
C00681,34,Business Owner,0,122537,51604,23297,47636,130660,2499271,6358225,81998,9070154,2826841,6243313,109530,27081138,749,Moderately Aggressive,Beginner,Child Education,1094249,325616,768633,2,FD,38.87,19.01,63.45,64.0,45.0,Moderately Conservative
C00682,29,Consultant,1,93035,38788,28692,25555,498860,754537,0,321421,1574818,1134419,440399,176329,19223279,712,Aggressive,Advanced,Retirement,13583291,528175,13055116,31,ETF,27.47,30.84,72.4,98.0,83.92,Moderately Aggressive
C00683,44,Freelancer,1,116717,35648,26054,55015,276709,2607799,6188780,65374,9138662,3022198,6116464,276709,13283385,774,Conservative,Intermediate,Buy House,14974027,1825459,13148568,15,ETF,47.14,22.32,83.15,12.0,51.13,Moderate
C00684,25,Accountant,0,54102,29125,13657,11320,154993,153485,0,74161,382639,524250,-141611,48254,12481265,739,Moderate,Intermediate,Retirement,9675612,107439,9568173,35,Hybrid MF,20.92,25.24,66.0,55.0,61.05,Moderate
C00685,63,Government Employee,0,175749,73692,31618,70439,883893,23558119,0,435626,24877638,813587,24064051,502552,26052374,779,Moderate,Beginner,Retirement,30777707,3762362,27015345,1,FD,40.08,17.99,79.1,47.0,45.0,Moderately Conservative
C00686,48,Government Employee,1,264581,116495,15799,132287,1079447,7540983,11603088,719038,20942556,2579761,18362795,841627,30356284,727,Conservative,Intermediate,Wealth Creation,21383244,5278688,16104556,10,Debt MF,50.0,5.97,93.75,20.0,60.56,Moderate
C00687,26,Government Employee,1,80279,43971,15188,21120,297850,504259,0,118696,920805,324068,596737,272761,10015401,720,Moderately Aggressive,Advanced,Retirement,13655223,352981,13302242,34,PPF,26.31,18.92,79.85,83.0,81.27,Moderately Aggressive
C00688,29,Designer,0,79860,34970,20809,24081,312622,1279934,0,99222,1691778,370924,1320854,218721,8310508,701,Moderately Conservative,Beginner,Higher Education,356712,128831,227881,1,Bonds,30.15,26.06,72.2,24.0,45.0,Moderately Conservative
C00689,36,Business Owner,3,144843,43116,12469,89258,198721,5942176,9293822,118397,15553116,774478,14778638,116115,19926739,713,Conservative,Beginner,Emergency Fund,3811263,1125219,2686044,10,PPF,61.62,8.61,91.55,0.0,50.35,Moderate
C00690,55,Freelancer,1,176638,100180,31386,45072,320243,5906423,0,189104,6415770,539517,5876253,320243,42046620,766,Moderate,Intermediate,Buy House,18463178,3961722,14501456,20,ETF,25.52,17.77,77.5,52.0,66.03,Moderate
C00691,24,Software Engineer,0,74671,28366,8032,38273,223025,209403,0,164637,597065,351442,245623,112692,10173477,731,Conservative,Beginner,Wealth Creation,2291317,146582,2144735,5,Stocks,51.26,10.76,77.4,12.0,47.97,Moderately Conservative
C00692,59,Government Employee,1,197743,86710,38796,72237,215215,16560716,0,75280,16851211,1780554,15070657,215215,43263324,751,Moderate,Intermediate,Buy House,30944606,11592501,19352105,20,Bonds,36.53,19.62,76.9,52.0,65.7,Moderate
C00693,47,Data Scientist,1,163164,66350,20261,76553,179380,7136546,0,55948,7371874,414915,6956959,179380,12530050,758,Moderately Conservative,Intermediate,Wealth Creation,17492425,2772384,14720041,15,Bonds,46.92,12.42,83.7,40.0,64.03,Moderate
C00694,26,Freelancer,1,48957,24440,5801,18716,127442,200357,0,30394,358193,251656,106537,112319,8119942,768,Moderate,Intermediate,Buy House,5256814,140249,5116565,15,Bonds,38.23,11.85,77.85,52.0,66.22,Moderate
C00695,38,Software Engineer,1,112584,60884,22830,28870,440275,898897,8918339,239826,10497337,3404510,7092827,305467,10691271,757,Conservative,Intermediate,Child Education,649345,33438,615907,1,Bonds,25.64,20.28,62.85,12.0,39.97,Moderately Conservative
C00696,39,Accountant,2,120444,50738,11236,58470,382780,2644719,7137270,195799,10360568,855465,9505103,234448,8299323,740,Moderately Conservative,Advanced,Retirement,19099268,1851303,17247965,21,ETF,48.55,9.33,97.9,43.0,73.2,Moderately Aggressive
C00697,35,Doctor,1,149207,66884,42959,39364,706059,2309525,11569216,489619,15074419,3212604,11861815,242035,26714181,740,Aggressive,Intermediate,Emergency Fund,449075,26016,423059,1,Bonds,26.38,28.79,66.3,78.0,45.0,Moderately Conservative
C00698,60,Bank Employee,1,181977,88448,51287,42242,1094499,4296988,7197106,800669,13389262,4151233,9238029,478534,32012332,782,Conservative,Beginner,Travel,5896531,545402,5351129,7,ETF,23.21,28.18,65.15,7.0,38.98,Moderately Conservative
C00699,24,Designer,0,71269,32285,0,38984,279547,718730,0,111902,1110179,0,1110179,106363,9415910,716,Conservative,Intermediate,Buy House,4246897,503110,3743787,7,Equity MF,54.7,0.0,90.4,12.0,55.12,Moderate
C00700,29,Bank Employee,1,130702,49971,8664,72067,493763,1444142,0,107661,2045566,406409,1639157,279453,19969219,718,Conservative,Beginner,Buy House,7389161,609312,6779849,7,FD,55.14,6.63,90.8,4.0,51.74,Moderate
C00701,59,Teacher,0,129948,69539,38762,21647,727442,5052966,5735176,175389,11690973,6498681,5192292,167072,14995444,758,Moderately Conservative,Beginner,Retirement,18268689,3537076,14731613,1,ETF,16.66,29.83,51.7,27.0,40.59,Moderately Conservative
C00702,60,Doctor,1,178857,59883,27472,91502,392908,15402969,8808203,121027,24725107,3483249,21241858,392908,15651610,737,Moderate,Beginner,Wealth Creation,32570883,3343055,29227828,20,Equity MF,51.16,15.36,90.75,52.0,73.31,Moderately Aggressive
C00703,34,Teacher,0,99356,45727,15251,38378,608342,2594038,3626741,479981,7309102,1817280,5491822,346128,15785894,768,Moderate,Intermediate,Child Education,753184,115826,637358,2,Equity MF,38.63,15.35,75.45,52.0,45.0,Moderately Conservative
C00704,27,Software Engineer,0,87013,46938,0,40075,132611,1048341,0,85184,1266136,0,1266136,132611,8923419,750,Moderate,Intermediate,Wealth Creation,9050206,733838,8316368,15,PPF,46.06,0.0,90.7,60.0,76.89,Moderately Aggressive
C00705,37,Designer,2,212894,81028,58430,73436,710363,5448690,17459804,338918,23957775,7475853,16481922,507033,15395192,815,Moderately Aggressive,Advanced,Child Education,2320125,887759,1432366,3,PPF,34.49,27.45,70.8,80.0,74.94,Moderately Aggressive
C00706,22,Government Employee,0,65633,23767,20860,21006,321892,105712,0,96161,523765,628104,-104339,106064,6004787,775,Aggressive,Intermediate,Retirement,5866021,73998,5792023,38,Bonds,32.01,31.78,75.0,90.0,81.75,Moderately Aggressive
C00707,57,Accountant,1,218108,107534,41096,69478,636207,15753700,0,181706,16571613,700376,15871237,636207,30038018,741,Conservative,Advanced,Retirement,28633550,5471196,23162354,3,Equity MF,31.85,18.84,73.8,23.0,50.94,Moderate
C00708,65,Doctor,0,428840,221099,26665,181076,1547225,46566039,28522685,971582,77607531,4063871,73543660,1203963,44039716,684,Aggressive,Advanced,Child Education,3281181,737687,2543494,2,Stocks,42.22,6.22,82.8,95.0,45.0,Moderately Conservative
C00709,49,Software Engineer,2,149719,84917,41074,23728,1122692,3286277,8540941,715525,13665435,7282199,6383236,550598,24628607,669,Moderately Conservative,Beginner,Child Education,7916840,468701,7448139,10,ETF,15.85,27.43,61.6,24.0,44.68,Moderately Conservative
C00710,28,Consultant,0,83636,34511,18604,30521,269569,1207924,0,158160,1635653,759922,875731,224478,7894245,747,Moderately Conservative,Intermediate,Wealth Creation,8274279,677951,7596328,20,Bonds,36.49,22.24,80.55,40.0,62.3,Moderate
C00711,23,Accountant,0,94503,49064,22550,22889,321804,126062,0,76680,524546,898715,-374169,155406,6334520,729,Moderate,Intermediate,Retirement,17285504,88243,17197261,37,Gold,24.22,23.86,66.0,55.0,61.05,Moderate
C00712,42,Business Owner,3,145002,58100,23527,63375,740296,7107915,9467872,590418,17906501,3093002,14813499,377713,28772901,745,Moderately Conservative,Intermediate,Retirement,21867538,2951906,18915632,18,FD,43.71,16.23,90.45,35.0,65.5,Moderate
C00713,36,Teacher,1,87792,47752,0,40040,140690,2295277,0,107264,2543231,0,2543231,140690,13039772,741,Moderately Aggressive,Intermediate,Wealth Creation,5264570,1606693,3657877,7,PPF,45.61,0.0,83.75,80.0,82.06,Moderately Aggressive
C00714,29,Teacher,1,46378,19531,13925,12922,190662,396512,0,59698,646872,278789,368083,129269,10241503,726,Moderate,Intermediate,Retirement,6492240,277558,6214682,31,Debt MF,27.86,30.03,75.4,55.0,66.22,Moderate
C00715,41,Business Owner,1,137349,51592,21672,64085,354138,3572389,0,100257,4026784,526020,3500764,166905,10087226,800,Conservative,Beginner,Wealth Creation,9220717,908777,8311940,7,Stocks,46.66,15.78,84.0,12.0,51.6,Moderate
C00716,27,Doctor,1,138734,46441,19792,72501,179205,1953260,0,143282,2275747,702442,1573305,167507,16608453,662,Aggressive,Advanced,Emergency Fund,1118473,270756,847717,2,Bonds,52.26,14.27,74.5,86.0,45.0,Moderately Conservative
C00717,29,Data Scientist,1,205015,97102,51099,56814,901562,1974172,0,680763,3556497,1628406,1928091,634410,20209453,752,Conservative,Beginner,Emergency Fund,1195358,177705,1017653,1,Gold,27.71,24.92,64.2,0.0,35.31,Moderately Conservative
C00718,27,Consultant,1,64143,32967,19340,11836,340571,185354,0,220380,746305,467406,278899,114049,5218549,798,Conservative,Beginner,Wealth Creation,6871932,129747,6742185,15,Stocks,18.45,30.15,67.7,12.0,42.64,Moderately Conservative
C00719,63,Designer,0,109240,62013,0,47227,762847,3274177,5185065,558857,9780946,0,9780946,206539,10325793,791,Moderate,Intermediate,Retirement,16911407,1817591,15093816,1,PPF,43.23,0.0,83.1,55.0,45.0,Moderately Conservative
C00720,23,Business Owner,0,164585,82769,48061,33755,850281,154126,0,197084,1201491,712359,489132,94799,20861171,712,Moderately Aggressive,Intermediate,Wealth Creation,28392770,107888,28284882,20,Bonds,20.51,29.2,69.0,80.0,73.95,Moderately Aggressive
C00721,51,Sales Executive,0,106132,47602,8177,50353,385232,9154965,4802891,107683,14450771,888537,13562234,123315,11034783,699,Moderately Conservative,Advanced,Buy House,4840581,933434,3907147,5,FD,47.44,7.7,86.5,40.0,65.58,Moderate
C00722,53,Teacher,1,49234,22531,0,26703,145682,6026298,2654687,97243,8923910,0,8923910,99728,10796083,806,Conservative,Intermediate,Wealth Creation,3090015,883325,2206690,7,Debt MF,54.24,0.0,86.2,20.0,56.41,Moderate
C00723,46,Freelancer,2,265695,115328,49370,100997,798353,14112687,10376941,191207,25479188,3215436,22263752,445629,50299552,767,Conservative,Beginner,Buy House,15041412,3208555,11832857,7,ETF,38.01,18.58,78.25,4.0,44.84,Moderately Conservative
C00724,32,Freelancer,2,38412,14069,0,24343,28709,1040325,1427622,19943,2516599,0,2516599,28709,3740615,732,Moderate,Intermediate,Wealth Creation,6270289,591111,5679178,20,Debt MF,63.37,0.0,89.95,60.0,76.47,Moderately Aggressive
C00725,22,Bank Employee,0,25000,14033,6050,4917,97704,18620,0,50993,167317,171340,-4023,97704,4633625,692,Moderately Conservative,Advanced,Child Education,1384450,13034,1371416,7,Stocks,19.67,24.2,59.4,40.0,50.67,Moderate
C00726,22,Sales Executive,1,40158,20170,5169,14819,130267,53845,0,33894,218006,203817,14189,71752,8769205,783,Moderately Aggressive,Advanced,Wealth Creation,1675353,37691,1637662,7,Stocks,36.9,12.87,69.4,88.0,77.77,Moderately Aggressive
C00727,47,Consultant,2,450000,182948,77198,189854,733688,21063814,29080960,425102,51303564,11539625,39763939,560647,77431225,763,Moderate,Beginner,Wealth Creation,17248943,2357543,14891400,5,Stocks,42.19,17.16,80.1,52.0,67.45,Moderate
C00728,51,Freelancer,0,122130,66850,17938,37342,533522,6224944,0,270091,7028557,517094,6511463,381515,13070615,667,Moderate,Beginner,Higher Education,805998,266282,539716,1,FD,30.58,14.69,75.9,44.0,45.0,Moderately Conservative
C00729,62,Business Owner,0,167293,63173,18172,85948,456910,24429511,12121828,251234,37259483,1209330,36050153,100489,16155178,785,Moderate,Beginner,Retirement,27827597,8366291,19461306,1,PPF,51.38,10.86,75.25,47.0,45.0,Moderately Conservative
C00730,49,Consultant,2,124994,57785,0,67209,416514,6025729,5333308,174865,11950416,0,11950416,257379,8916541,813,Moderate,Advanced,Child Education,6397912,1506092,4891820,10,Bonds,53.77,0.0,89.6,60.0,76.28,Moderately Aggressive
C00731,64,Government Employee,1,137267,67574,30161,39532,391773,8740073,5801204,92980,15026030,2126865,12899165,271919,16163972,751,Conservative,Intermediate,Emergency Fund,1373436,193349,1180087,3,ETF,28.8,21.97,63.75,3.0,36.41,Moderately Conservative
C00732,23,Business Owner,0,29801,13352,0,16449,91587,120299,0,66972,278858,0,278858,50939,6190228,720,Moderate,Advanced,Wealth Creation,1276802,84209,1192593,7,FD,55.2,0.0,90.4,68.0,80.32,Moderately Aggressive
C00733,59,Government Employee,0,436667,221653,112562,102452,1614878,13433211,28250794,1097102,44395985,14798060,29597925,1015225,92090415,731,Conservative,Advanced,Wealth Creation,36586938,2934689,33652249,15,Debt MF,23.46,25.78,66.9,28.0,49.4,Moderate
C00734,49,Business Owner,2,112074,51454,51652,8968,375871,899666,8605739,148960,10030236,5203856,4826380,374015,15314585,646,Moderate,Intermediate,Wealth Creation,9614162,629766,8984396,15,ETF,8.0,46.09,54.400000000000006,60.0,56.92,Moderate
C00735,22,Software Engineer,0,106842,52924,23740,30178,586670,128059,0,350190,1064919,619993,444926,78765,10298037,761,Moderate,Intermediate,Emergency Fund,2216561,89641,2126920,3,Debt MF,28.25,22.22,64.6,43.0,54.88,Moderate
C00736,62,Designer,0,165858,67669,33584,64605,748994,9070598,10798482,375981,20994055,2260134,18733921,199425,39790476,717,Conservative,Beginner,Retirement,19945357,6349418,13595939,1,Bonds,38.95,20.25,70.25,7.0,41.79,Moderately Conservative
C00737,30,Freelancer,1,113053,61131,0,51922,207215,2217892,7940204,112474,10477785,0,10477785,107136,18206281,780,Moderate,Intermediate,Emergency Fund,5056123,313560,4742563,7,Debt MF,45.93,0.0,84.65,43.0,65.91,Moderate
C00738,27,Doctor,1,162579,61830,76807,23942,542397,677042,0,416946,1636385,1115509,520876,327854,10994157,689,Aggressive,Intermediate,Wealth Creation,15956083,473929,15482154,20,Gold,14.73,47.24,62.7,95.0,77.24,Moderately Aggressive
C00739,44,Sales Executive,2,161472,66229,39962,55281,225209,8159984,11831623,173236,20390052,4790616,15599436,225209,36071137,751,Conservative,Beginner,Emergency Fund,4838927,1285183,3553744,7,Hybrid MF,34.24,24.75,71.55,0.0,39.35,Moderately Conservative
C00740,61,Data Scientist,1,179016,68577,51363,59076,836406,18661205,0,208761,19706372,1790183,17916189,172516,14480865,776,Moderately Conservative,Advanced,Buy House,14032172,1977945,12054227,10,ETF,33.0,28.69,78.8,40.0,61.34,Moderate
C00741,26,Teacher,1,47936,18164,8276,21496,135786,689126,0,107714,932626,120771,811855,23937,4166891,755,Conservative,Intermediate,Wealth Creation,3553815,482388,3071427,10,Gold,44.84,17.26,89.05,20.0,57.98,Moderate
C00742,35,Designer,2,79866,38247,41555,64,266217,10000,0,91890,368107,1972130,-1604023,266217,12392105,627,Moderately Aggressive,Intermediate,Higher Education,1410493,7000,1403493,3,FD,0.08,52.03,40.1,72.0,50.0,Moderate
C00743,57,Sales Executive,1,133216,47762,28781,56673,96938,7895497,10537067,42607,18572109,3982332,14589777,96938,27749567,722,Conservative,Beginner,Retirement,19759760,5526847,14232913,3,PPF,42.54,21.6,66.8,7.0,39.89,Moderately Conservative
C00744,30,Software Engineer,0,77617,36233,11990,29394,238388,1895758,4433977,135712,6703835,820529,5883306,238388,12670900,763,Moderate,Intermediate,Child Education,4848003,1238351,3609652,10,Debt MF,37.87,15.45,87.45,52.0,71.5,Moderately Aggressive
C00745,31,Sales Executive,0,124571,51611,28233,44727,396027,1759476,9306298,260162,11721963,4197035,7524928,322505,10700592,691,Moderate,Beginner,Emergency Fund,1603225,591657,1011568,3,Hybrid MF,35.9,22.66,71.7,35.0,55.19,Moderate
C00746,31,Doctor,1,213136,102627,0,110509,1088591,4740931,13173141,761920,19764583,0,19764583,335059,22474013,788,Moderately Conservative,Beginner,Higher Education,12896234,3318651,9577583,10,Gold,51.85,0.0,96.3,24.0,63.77,Moderate
C00747,24,Data Scientist,0,37341,18452,8007,10882,181088,90996,0,75103,347187,327073,20114,63503,7336196,701,Conservative,Beginner,Buy House,2412920,63697,2349223,7,Stocks,29.14,21.44,64.4,4.0,37.22,Moderately Conservative
C00748,49,Software Engineer,2,157887,66775,12767,78345,455076,8417526,12811501,304430,21988533,968419,21020114,455076,36114961,710,Moderately Conservative,Beginner,Retirement,17590504,3441857,14148647,11,Debt MF,49.62,8.09,93.6,27.0,63.63,Moderate
C00749,52,Teacher,0,299234,143295,44139,111800,683480,24152305,23986824,155725,48978334,4463042,44515292,166172,32618099,717,Moderately Aggressive,Advanced,Wealth Creation,37418151,6442898,30975253,15,Hybrid MF,37.36,14.75,77.95,88.0,82.47,Moderately Aggressive
C00750,62,Government Employee,0,204252,97324,37860,69068,437902,18410795,0,321709,19170406,892424,18277982,373922,41976321,806,Moderately Conservative,Intermediate,Buy House,16015272,5585101,10430171,10,ETF,33.82,18.54,78.65,32.0,57.66,Moderate
C00751,37,Designer,1,55814,30735,10409,14670,137063,1060556,0,44994,1242613,222954,1019659,82185,12235687,846,Aggressive,Intermediate,Wealth Creation,3142740,742389,2400351,7,Bonds,26.28,18.65,71.6,95.0,82.13,Moderately Aggressive
C00752,44,Software Engineer,2,102371,34458,12264,55649,268514,5792762,4254709,85959,10401944,812411,9589533,140161,21005966,704,Moderately Aggressive,Intermediate,Buy House,4991140,453848,4537292,7,ETF,54.36,11.98,83.55,72.0,78.35,Moderately Aggressive
C00753,33,Business Owner,0,146730,58586,42992,45152,785746,1949144,12139238,194955,15069083,4571919,10497164,325140,32047328,766,Moderate,Beginner,Wealth Creation,17453797,1364400,16089397,15,Stocks,30.77,29.3,79.8,52.0,67.29,Moderate
C00754,34,Business Owner,2,134381,67547,42162,24672,894365,2104375,8591843,404217,11994800,3571704,8423096,267873,24121412,754,Moderate,Beginner,Retirement,28825568,1473062,27352506,26,Bonds,18.36,31.37,69.65,47.0,59.46,Moderate
C00755,39,Accountant,1,185640,95349,21608,68683,1019074,3394302,0,640782,5054158,545074,4509084,194922,30921027,806,Moderately Conservative,Beginner,Higher Education,5109281,355805,4753476,5,Stocks,37.0,11.64,83.3,24.0,56.62,Moderate
C00756,43,Sales Executive,2,101706,55878,0,45828,381308,5550734,0,112266,6044308,0,6044308,354551,7389911,679,Moderately Aggressive,Intermediate,Child Education,2067828,681832,1385996,5,FD,45.06,0.0,91.7,72.0,82.84,Moderately Aggressive
C00757,37,Government Employee,3,45540,18217,4149,23174,121997,912972,0,50533,1085502,189605,895897,121997,10182165,697,Moderately Aggressive,Beginner,Buy House,1673362,245179,1428183,7,Hybrid MF,50.89,9.11,89.6,64.0,78.08,Moderately Aggressive
C00758,27,Bank Employee,2,75266,26779,19160,29327,138454,467696,0,73853,680003,834152,-154149,138454,5301000,702,Moderately Conservative,Advanced,Wealth Creation,7517445,327387,7190058,20,ETF,38.96,25.46,70.7,48.0,60.49,Moderate
C00759,49,Sales Executive,2,165703,83747,51785,30171,291030,1918890,10168609,228495,12607024,6769945,5837079,291030,30026066,738,Conservative,Beginner,Child Education,3296981,339210,2957771,3,Equity MF,18.21,31.25,52.0,4.0,30.4,Moderately Conservative
C00760,33,Software Engineer,1,103358,31354,20394,51610,419142,2894097,0,257914,3571153,522413,3048740,92996,18542137,669,Moderate,Advanced,Buy House,3766980,979861,2787119,7,FD,49.93,19.73,89.2,60.0,76.06,Moderately Aggressive
C00761,25,Teacher,1,154323,50601,29187,74535,475168,752227,0,178285,1405680,1013056,392624,52238,26046449,742,Aggressive,Intermediate,Buy House,6586279,526558,6059721,7,FD,48.3,18.91,77.4,87.0,81.72,Moderately Aggressive
C00762,21,Government Employee,0,27335,11335,6421,9579,137789,29442,0,29231,196462,202529,-6067,83273,2532583,792,Conservative,Intermediate,Retirement,3384559,20609,3363950,39,Equity MF,35.04,23.49,75.0,15.0,48.0,Moderately Conservative
C00763,57,Accountant,0,99615,42156,6333,51126,582078,5793475,3626885,159034,10161472,826222,9335250,129920,22216456,791,Moderate,Intermediate,Wealth Creation,9748751,2212303,7536448,20,PPF,51.32,6.36,95.2,60.0,79.36,Moderately Aggressive
C00764,51,Software Engineer,2,135095,53027,0,82068,534430,16729815,5737927,333757,23335929,0,23335929,355047,11165249,726,Moderate,Intermediate,Retirement,21798729,4529997,17268732,9,Bonds,60.75,0.0,93.3,55.0,76.06,Moderately Aggressive
C00765,41,Software Engineer,2,186970,77621,115239,0,731760,10000,0,270100,1011860,3825889,-2814029,617390,40871079,555,Moderately Conservative,Intermediate,Travel,730181,7000,723181,1,PPF,0.0,61.64,31.4,35.0,33.02,Moderately Conservative
C00766,32,Bank Employee,1,70669,36947,0,33722,481200,2151667,4125213,350948,7109028,0,7109028,215039,7777831,730,Moderate,Intermediate,Retirement,9665561,1506166,8159395,28,Stocks,47.72,0.0,98.95,55.0,79.17,Moderately Aggressive
C00767,58,Business Owner,1,132799,71992,17384,43423,510470,6993245,10334717,123106,17961538,1811464,16150074,510470,8322477,732,Moderate,Advanced,Retirement,27432534,3060910,24371624,2,Debt MF,32.7,13.09,74.85,63.0,45.0,Moderately Conservative
C00768,60,Business Owner,0,228461,80128,59823,88510,577197,12836144,0,459242,13872583,2304584,11567999,89501,34115349,693,Conservative,Intermediate,Buy House,27908792,3708911,24199881,15,Hybrid MF,38.74,26.19,77.75,12.0,48.16,Moderate
C00769,31,Consultant,2,102313,41241,5641,55431,260387,1048877,6831059,179459,8319782,847928,7471854,260387,18401420,683,Moderate,Intermediate,Wealth Creation,14639372,734213,13905159,20,Bonds,54.18,5.51,99.1,60.0,81.5,Moderately Aggressive
C00770,53,Software Engineer,0,112969,57484,35252,20233,736615,3710468,0,348401,4795484,1411500,3383984,119330,8706506,697,Moderately Conservative,Advanced,Wealth Creation,14016362,2597327,11419035,15,Debt MF,17.91,31.21,66.8,48.0,58.34,Moderate
C00771,48,Teacher,1,64725,22704,12368,29653,146145,2640948,3402984,81137,6271214,2012907,4258307,82361,12152270,796,Moderately Conservative,Advanced,Wealth Creation,6049214,460739,5588475,10,PPF,45.81,19.11,79.75,48.0,65.46,Moderate
C00772,22,Doctor,0,180242,82843,54942,42457,874658,174718,0,291833,1341209,2333069,-991860,557340,23664500,702,Moderately Conservative,Intermediate,Wealth Creation,12002640,122302,11880338,7,PPF,23.56,30.48,64.4,40.0,53.42,Moderate
C00773,51,Accountant,1,364103,185676,20170,158257,2417520,8548716,23937304,1745058,36648598,2596251,34052347,749774,85705673,691,Moderately Conservative,Beginner,Wealth Creation,59643923,3234727,56409196,20,Equity MF,43.46,5.54,96.1,32.0,67.26,Moderate
C00774,48,Accountant,4,193442,71671,60605,61166,683338,6961697,0,384313,8029348,1292459,6736889,491410,17289767,704,Conservative,Beginner,Higher Education,1094222,131325,962897,2,PPF,31.62,31.33,72.35,4.0,41.59,Moderately Conservative
C00775,37,Consultant,1,390105,169009,0,221096,1683969,10285024,24066157,1258961,37294111,0,37294111,187450,68531336,737,Conservative,Beginner,Wealth Creation,50623445,7199516,43423929,15,PPF,56.68,0.0,94.2,12.0,57.21,Moderate
C00776,44,Teacher,2,190443,90553,58287,41603,659621,2523836,0,201614,3385071,2739407,645664,480551,17060133,777,Conservative,Beginner,Child Education,688410,156941,531469,1,Bonds,21.85,30.61,58.95,4.0,34.22,Moderately Conservative
C00777,36,Government Employee,1,33157,12897,0,20260,60883,866863,1538156,26149,2492051,0,2492051,60883,4277861,749,Moderate,Beginner,Retirement,4682791,606804,4075987,24,Stocks,61.1,0.0,94.35,47.0,73.04,Moderately Aggressive
